name,group,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T19,ID
"data, visual, method, time, visualization, using, based, analysis, use, results",KnotPad: Visualizing and Exploring Knot Theory with Fluid Reidemeister Moves,4,17,7,2,15,1,11,13,19,3,5,16,10,14,20,8,6,12,9,18,107
"data, visual, based, users, visualization, analysis, using, study, interactive, method",Visualization of Electrostatic Dipoles in Molecular Dynamics of Metal Oxides,1,8,5,3,4,18,7,14,10,6,17,11,9,13,19,2,15,16,12,20,108
"data, visual, visualizations, visualization, method, users, based, analysis, using, study",Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,8,15,7,9,19,5,16,2,6,4,1,17,13,18,11,14,3,12,10,20,109
"data, visual, users, using, based, study, interactive, visualization, analysis, results",A Novel Approach to Visualizing Dark Matter Simulations,2,10,18,11,13,6,3,9,8,1,12,15,4,5,16,7,14,19,20,17,110
"data, visual, method, visualization, visualizations, time, users, analysis, study, interactive",Visual Data Analysis as an Integral Part of Environmental Management,2,15,9,16,10,13,1,5,18,12,14,8,19,4,17,6,7,11,3,20,111
"data, visual, visualization, analysis, system, users, time, techniques, visualizations, use",Evaluation of Fast-Forward Video Visualization,1,10,8,2,20,4,7,6,18,11,5,12,14,13,16,3,9,15,17,19,112
"data, visual, based, using, visualization, visualizations, system, users, time, method",Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,13,2,16,3,17,5,9,7,19,4,1,14,10,20,15,12,6,8,11,18,113
"data, visualizations, visual, visualization, using, analysis, method, system, study, interactive",Evaluation of Multivariate Visualization on a Multivariate Task,2,10,18,1,14,4,6,19,9,3,5,13,16,15,8,7,11,12,17,20,114
"data, method, users, based, visual, study, interactive, using, visualization, time",A Data-Driven Approach to Hue-Preserving Color-Blending,17,8,16,3,7,4,13,9,2,19,1,6,15,11,18,12,14,5,10,20,115
"data, visual, using, visualization, visualizations, users, system, study, interactive, analysis",Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,5,6,13,9,3,8,17,14,11,12,2,4,10,16,15,7,18,1,19,20,116
"data, visual, visualizations, visualization, users, method, analysis, based, system, different",Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,11,15,7,3,10,5,13,17,14,2,8,19,1,12,16,18,9,6,4,20,117
"data, based, visual, visualization, users, visualizations, study, interactive, analysis, time",Derived Metric Tensors for Flow Surface Visualization,12,1,3,13,16,8,17,6,11,2,4,19,14,10,15,7,9,5,20,18,118
"data, visual, visualization, visualizations, analysis, method, techniques, users, time, based",Lagrangian Coherent Structures for Design Analysis of Revolving Doors,3,19,9,16,17,5,7,8,14,4,2,12,6,15,18,1,13,10,11,20,119
"data, visual, visualization, method, study, interactive, analysis, using, present, based",Turbulence Visualization at the Terascale on Desktop PCs,4,7,13,1,18,19,16,8,17,9,5,2,10,6,15,11,14,12,3,20,120
"data, visualizations, visual, system, users, using, visualization, method, based, time",Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,6,8,11,10,13,2,3,15,12,1,7,17,18,9,5,20,4,16,14,19,121
"data, visual, visualization, based, analysis, visualizations, users, study, interactive, techniques",Visualization of Astronomical Nebulae via Distributed Multi-GPU Compressed Sensing Tomography,6,14,15,4,17,2,9,1,12,5,16,18,7,13,19,3,10,11,8,20,122
"data, visual, users, system, method, visualizations, visualization, based, analysis, time",Visualization of Flow Behavior in Earth Mantle Convection,11,2,19,1,14,15,7,20,18,13,3,9,4,5,10,6,17,12,8,16,123
"data, visual, visualization, study, interactive, analysis, users, techniques, method, visualizations",Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,9,15,19,8,18,3,5,11,17,1,2,10,4,12,16,6,14,7,13,20,124
"data, visualizations, using, method, users, system, study, interactive, visual, results",A Visual Analysis Concept for the Validation of Geoscientific Simulation Models,3,19,6,11,15,13,1,8,4,17,9,2,5,10,18,12,7,20,14,16,125
"data, visual, visualization, method, analysis, system, using, study, interactive, based",SeiVis: An Interactive Visual Subsurface Modeling Application,7,4,15,5,19,16,6,20,3,9,13,14,12,8,11,1,10,2,18,17,126
"data, based, visual, method, visualization, users, time, analysis, using, techniques",WYSIWYP: What You See Is What You Pick,12,8,5,3,16,20,11,18,10,4,6,7,1,13,19,15,14,2,9,17,127
"data, visual, visualization, analysis, techniques, visualizations, users, method, time, using",Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,10,5,6,3,17,8,4,13,19,14,1,9,18,7,11,16,2,12,15,20,128
"data, visual, visualization, method, based, analysis, time, users, techniques, using",Sketching Uncertainty into Simulations,3,2,10,18,8,19,17,5,15,16,9,12,1,13,20,6,4,11,14,7,129
"data, visual, visualization, analysis, users, using, system, study, interactive, based",A Perceptual-Statistics Shading Model,5,2,17,3,16,7,1,14,20,12,4,15,8,11,9,13,6,10,19,18,130
"data, based, visual, visualizations, visualization, users, analysis, using, study, interactive",Visual Steering and Verification of Mass Spectrometry Data Factorization in Air Quality Research,3,17,18,2,12,6,15,13,14,9,8,10,1,4,5,7,20,16,11,19,131
"data, visual, visualization, method, analysis, time, visualizations, techniques, users, system",Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,17,1,13,14,11,4,12,16,20,3,15,18,5,7,6,2,9,10,8,19,132
"data, visual, users, visualization, time, visualizations, analysis, method, use, based",An Adaptive Prediction-Based Approach to Lossless Compression of Floating-Point Volume Data,3,5,19,13,18,15,9,7,14,1,10,4,12,17,8,16,2,11,6,20,133
"data, visual, visualization, analysis, techniques, system, study, interactive, visualizations, method",On the Interpolation of Data with Normally Distributed Uncertainty for Visualization,18,6,14,4,11,5,7,2,8,1,13,3,19,16,17,12,15,10,9,20,134
"data, method, visual, using, based, visualization, users, system, analysis, time",Coherency-Based Curve Compression for High-Order finite Element Model Visualization,6,4,8,5,20,9,7,17,10,1,2,16,3,12,19,15,13,14,11,18,135
"data, visual, visualization, analysis, techniques, method, system, users, paper, design",ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,4,5,16,10,9,7,8,14,1,11,3,15,13,17,18,20,6,2,12,19,136
"data, visual, visualizations, visualization, method, analysis, users, using, techniques, study",Fuzzy Volume Rendering,14,10,13,2,16,7,5,3,20,8,1,4,12,15,11,9,6,18,17,19,137
"data, visualizations, visual, based, method, visualization, system, users, study, interactive",Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,9,15,2,6,13,20,5,17,12,1,3,19,10,8,11,4,18,14,7,16,138
"data, visualizations, method, visual, visualization, based, system, using, time, analysis",Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,14,7,11,13,1,6,4,18,8,9,3,17,5,2,10,15,12,19,16,20,139
"data, users, visual, method, based, visualization, using, time, present, system",Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,8,6,13,2,20,12,10,17,14,9,1,4,15,19,5,16,3,11,7,18,140
"data, study, interactive, visualizations, based, visual, method, using, visualization, users",Structure-Aware Lighting Design for Volume Visualization,1,12,18,3,19,9,2,10,15,5,6,7,17,14,16,11,13,4,8,20,141
"data, visual, visualization, analysis, based, using, users, techniques, study, interactive",Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures,2,10,16,5,19,4,17,18,11,7,1,12,15,14,3,8,6,9,13,20,142
"data, visual, users, using, method, system, visualization, based, visualizations, study",Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,9,16,3,11,1,8,5,19,12,7,4,17,2,10,14,15,13,6,18,20,143
"data, users, visual, using, based, visualizations, study, interactive, visualization, method",How Capacity Limits of Attention Influence Information Visualization Effectiveness,5,11,17,4,15,6,13,8,18,12,3,9,7,14,10,2,1,16,19,20,144
"data, study, interactive, visualizations, based, visual, method, using, users, different",Different Strokes for Different Folks: Visual Presentation Design between Disciplines,10,14,19,1,6,20,12,8,11,2,7,4,16,5,13,9,3,15,18,17,145
"visualizations, data, based, users, using, different, visual, study, interactive, method",Does an Eye Tracker Tell the Truth about Visualizations?: findings while Investigating Visualizations for Decision Making,3,7,14,4,5,1,12,18,11,13,2,19,9,10,17,16,15,6,8,20,146
"data, based, method, visual, using, system, visualizations, visualization, different, users",Design Study Methodology: Reflections from the Trenches and the Stacks,8,14,16,2,11,9,7,10,4,3,1,19,13,6,15,17,20,12,5,18,147
"data, method, visual, visualization, using, system, time, analysis, different, results",Graphical Tests for Power Comparison of Competing Designs,2,5,18,4,9,8,12,1,10,16,6,15,13,17,11,3,19,7,14,20,148
"data, visual, visualization, analysis, visualizations, based, techniques, using, different, time",A User Study on Curved Edges in Graph Visualization,4,17,16,3,8,9,7,15,13,6,1,14,12,10,18,2,11,19,5,20,149
"data, visual, method, visualization, system, using, visualizations, analysis, study, interactive",Compressed Adjacency Matrices: Untangling Gene Regulatory Networks,8,18,3,9,5,1,14,10,7,11,4,2,15,12,16,17,19,13,6,20,150
"data, study, interactive, users, based, time, visual, method, using, visualization",Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,5,18,1,15,9,8,6,11,7,13,14,4,12,10,16,17,2,3,19,20,151
"data, visualizations, users, method, different, study, interactive, visual, system, based",Memorability of Visual Features in Network Diagrams,13,16,3,8,15,5,2,1,9,17,12,11,7,10,19,4,6,18,14,20,152
"data, visual, visualizations, visualization, study, interactive, time, based, analysis, different",Interactive Level-of-Detail Rendering of Large Graphs,1,4,12,6,20,14,9,15,2,10,3,17,16,8,13,5,11,7,19,18,153
"data, method, study, interactive, visualizations, visual, using, visualization, system, based",Visual Semiotics & Uncertainty Visualization: An Empirical Study,2,12,11,1,17,14,9,3,4,7,6,8,18,16,15,10,5,13,19,20,154
"data, visual, visualization, analysis, system, techniques, users, visualizations, using, different",Comparing Clusterings Using Bertin's Idea,16,6,15,12,17,7,3,8,13,11,5,2,9,14,10,1,4,18,19,20,155
"data, based, using, visual, visualization, method, users, results, study, interactive",Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,10,7,17,2,13,1,9,8,11,15,3,19,5,12,14,16,6,4,18,20,156
"data, visual, visualization, analysis, visualizations, techniques, using, based, method, system",Visualizing Flow of Uncertainty through Analytical Processes,8,18,9,3,19,11,4,6,7,2,1,10,20,17,16,12,5,14,13,15,157
"data, system, visual, method, using, visualizations, visualization, study, interactive, time",Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,5,7,13,3,20,11,9,10,17,8,1,16,6,2,15,12,4,19,14,18,158
"data, visual, visualization, based, analysis, users, using, visualizations, techniques, study",Organizing Search Results with a Reference Map,8,17,19,4,14,10,11,2,15,6,18,5,1,9,3,13,7,12,16,20,159
"data, visual, visualization, based, users, analysis, method, techniques, visualizations, present",Spatial Text Visualization Using Automatic Typographic Maps,19,12,14,5,18,2,4,8,9,3,1,20,10,17,16,11,7,6,15,13,160
"data, visual, visualization, time, analysis, visualizations, users, method, system, techniques",Stacking-Based Visualization of Trajectory Attribute Data,10,7,8,14,20,2,15,4,5,9,1,13,16,18,19,11,12,3,6,17,161
"data, visual, users, visualization, analysis, based, visualizations, study, interactive, techniques",Adaptive Composite Map Projections,15,2,20,1,13,4,8,17,7,6,9,11,5,3,14,16,10,12,18,19,162
"data, visual, study, interactive, users, visualization, method, visualizations, system, analysis",Algorithms for Labeling Focus Regions,16,4,14,6,10,1,7,11,20,8,12,18,5,3,15,2,17,9,13,19,163
"data, visual, visualization, analysis, visualizations, study, interactive, time, techniques, users",Capturing the Design Space of Sequential Space-filling Layouts,18,1,17,3,8,2,5,9,12,4,6,15,7,13,10,11,16,14,19,20,164
"data, study, interactive, visual, based, visualizations, visualization, users, method, time",Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,11,6,18,2,20,3,8,16,10,17,7,19,12,5,14,1,15,9,4,13,165
"data, based, time, study, interactive, different, visualizations, users, visual, using",An Empirical Model of Slope Ratio Comparisons,16,6,13,3,20,12,11,18,4,14,1,15,9,8,17,2,7,10,5,19,166
"data, visual, visualization, analysis, users, system, visualizations, techniques, method, study",Representative Factor Generation for the Interactive Visual Analysis of High-Dimensional Data,17,3,2,4,20,9,12,8,13,5,1,10,15,7,19,18,6,11,14,16,167
"data, visual, visualization, users, visualizations, system, based, time, analysis, study",Graphical Overlays: Using Layered Elements to Aid Chart Reading,6,9,19,10,15,1,7,16,12,3,5,2,11,20,14,17,8,4,13,18,168
"data, visual, visualization, visualizations, users, analysis, system, using, method, time",Facilitating Discourse Analysis with Interactive Visualization,12,11,9,4,3,13,10,1,18,2,6,5,16,14,15,8,7,17,19,20,169
"data, users, visual, visualizations, based, visualization, analysis, system, method, techniques",Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time,7,5,10,2,17,6,8,15,9,19,1,11,13,14,20,12,16,3,4,18,170
"data, visual, visualizations, based, visualization, users, analysis, system, study, interactive",,19,18,6,4,17,13,3,2,9,10,5,14,15,8,1,11,20,12,7,16,171
"data, visual, visualizations, visualization, method, study, interactive, analysis, based, system",RankExplorer: Visualization of Ranking Changes in Large Time Series Data,6,15,12,1,18,14,5,4,3,8,2,11,10,16,17,7,13,9,19,20,172
"data, based, visual, users, method, visualization, analysis, visualizations, using, system",Design Considerations for Optimizing Storyline Visualizations,13,1,4,5,17,9,7,20,8,12,3,14,6,10,16,15,11,2,18,19,173
"data, visual, visualization, system, based, visualizations, analysis, method, time, techniques",Beyond Mouse and Keyboard: Expanding Design Considerations for Information Visualization Interactions,8,1,4,2,12,10,17,6,19,7,11,15,5,9,14,16,20,13,3,18,174
"data, visual, visualization, users, based, analysis, system, method, techniques, study",Intelligent Graph Layout Using Many Users' Input,15,5,14,16,9,1,18,11,12,6,8,19,17,4,7,13,3,2,10,20,175
"data, visual, system, users, visualization, method, using, visualizations, analysis, time",PivotPaths: Strolling through Faceted Information Spaces,3,12,4,9,18,2,1,5,16,7,8,10,20,17,11,13,15,19,6,14,176
"data, method, system, visualizations, visual, study, interactive, using, visualization, time",Interaction Support for Visual Comparison Inspired by Natural Behavior,6,7,1,3,9,10,18,19,4,2,11,12,14,13,15,16,17,5,8,20,177
"data, visual, visualization, method, based, analysis, visualizations, techniques, study, interactive",RelEx: Visualization for Actively Changing Overlay Network Specifications,1,8,6,7,19,5,10,3,18,4,9,13,14,12,17,2,16,20,11,15,178
"data, users, visual, visualization, analysis, visualizations, method, based, techniques, system",Evaluating the Effect of Style in Information Visualization,1,10,15,5,11,9,14,19,6,17,3,7,13,18,16,12,2,8,4,20,179
"data, visual, visualization, analysis, method, techniques, study, interactive, system, users",Sketchy Rendering for Information Visualization,4,9,18,7,19,10,14,13,3,16,1,5,8,15,20,11,2,12,6,17,180
"data, visual, visualization, users, method, analysis, system, techniques, different, time",An Empirical Study on Using Visual Embellishments in Visualization,1,4,3,2,8,11,19,15,9,14,5,6,20,17,16,7,13,10,12,18,181
"data, time, visual, method, visualizations, study, interactive, system, visualization, use",Evaluating Sketchiness as a Visual Variable for the Depiction of Qualitative Uncertainty,19,9,20,2,10,3,1,13,15,4,6,12,14,11,7,8,5,18,16,17,182
"data, visual, visualization, method, analysis, study, interactive, techniques, based, system",Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards,2,17,15,10,20,18,19,13,7,11,4,9,6,8,12,1,16,3,5,14,183
"data, visual, visualization, visualizations, using, analysis, based, method, techniques, time",The DeepTree Exhibit: Visualizing the Tree of Life to Facilitate Informal Learning,2,14,10,1,13,3,5,4,17,16,6,19,11,7,18,9,12,8,15,20,184
"data, visual, visualizations, visualization, analysis, method, using, techniques, time, based",Living Liquid: Design and Evaluation of an Exploratory Visualization Tool for Museum Visitors,6,16,7,5,20,4,14,11,8,12,10,18,9,13,17,2,3,15,1,19,185
"data, system, based, users, study, interactive, using, visual, present, visualizations",Visualizing Student Histories Using Clustering and Composition,1,14,7,8,11,4,10,13,12,6,2,19,16,18,9,3,5,15,17,20,186
"data, visual, users, visualization, based, analysis, visualizations, system, method, techniques",SnapShot: Visualization to Propel Ice Hockey Analytics,4,19,14,8,15,5,9,11,10,20,1,2,3,6,13,12,18,7,16,17,187
"data, users, time, using, study, interactive, based, visualizations, system, visual",Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,11,5,19,9,12,16,4,8,14,7,2,10,17,13,3,15,1,6,18,20,188
"data, visual, visualization, users, system, visualizations, analysis, time, study, interactive",Visual Classifier Training for Text Document Retrieval,2,4,5,9,14,13,7,10,19,6,1,12,20,17,15,18,8,3,11,16,189
"data, visual, based, visualization, system, visualizations, analysis, using, study, interactive",Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,17,3,15,14,9,18,11,16,13,10,2,12,5,8,19,1,4,6,7,20,190
"data, method, visualizations, study, interactive, visual, users, based, system, time",An Affordance-Based Framework for Human Computation and Human-Computer Collaboration,4,5,17,19,10,8,2,6,11,7,1,15,18,14,12,9,3,13,16,20,191
"data, method, visual, time, visualization, users, based, use, analysis, system",Examining the Use of a Visual Analytics System for Sensemaking Tasks: Case Studies with Domain Experts,7,13,10,4,18,9,20,1,17,2,5,11,16,6,12,19,15,8,3,14,192
"data, system, visual, users, visualizations, visualization, using, method, time, analysis",Semantic Interaction for Sensemaking: Inferring Analytical Reasoning for Model Steering,3,11,16,1,13,5,15,17,18,9,14,12,7,10,6,4,8,2,19,20,193
"data, visual, visualization, visualizations, analysis, system, study, interactive, using, techniques",Visual Analytics Methodology for Eye Movement Studies,2,7,15,10,9,18,4,14,12,13,3,6,11,17,5,16,1,8,19,20,194
"data, visual, visualization, analysis, method, techniques, based, paper, design, approach",A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,5,1,13,9,20,6,12,16,17,4,3,7,14,11,15,18,8,10,2,19,195
"data, users, visual, visualization, method, analysis, visualizations, based, system, study",The User Puzzle---Explaining the Interaction with Visual Analytics Systems,3,6,16,2,19,4,7,8,9,11,17,10,15,12,13,1,5,18,14,20,196
"data, visual, method, visualization, different, visualizations, users, using, system, analysis",Enterprise Data Analysis and Visualization: An Interview Study,3,2,20,5,11,13,10,8,15,4,1,7,16,17,18,6,12,14,9,19,197
"data, using, method, visual, results, visualization, users, system, time, analysis",Visual cluster exploration of web clickstream data,7,6,13,10,8,1,2,15,14,9,3,16,4,18,5,12,11,17,19,20,198
"data, study, interactive, based, system, visual, visualizations, users, method, using",An adaptive parameter space-filling algorithm for highly interactive cluster exploration,2,19,14,10,20,3,15,7,5,6,4,8,17,9,12,1,13,18,11,16,199
"data, visual, visualization, users, analysis, study, interactive, visualizations, system, method",Inter-active learning of ad-hoc classifiers for video visual analytics,3,12,17,1,9,14,2,10,19,6,7,16,8,13,4,18,11,5,15,20,200
"data, visual, visualization, system, analysis, method, using, users, time, based",A correlative analysis process in a visual analytics environment,13,9,15,1,18,12,2,7,5,11,3,14,4,20,16,10,6,8,19,17,201
"data, visual, visualization, system, analysis, method, techniques, using, visualizations, based",Visual pattern discovery using random projections,1,12,15,17,6,5,11,13,4,18,2,10,16,3,19,7,9,14,8,20,202
"data, visual, visualization, system, analysis, based, techniques, different, method, using",iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,3,8,11,4,9,7,19,17,12,1,15,18,6,13,5,14,2,10,20,16,203
"data, visual, visualization, analysis, method, study, interactive, techniques, based, visualizations",Subspace search and visualization to make sense of alternative clusterings in high-dimensional data,4,17,1,20,15,18,10,16,7,11,3,12,13,8,14,5,2,9,6,19,204
"data, visualizations, visual, users, time, visualization, using, system, study, interactive",,3,7,11,8,16,1,2,19,15,9,12,14,4,6,20,17,10,5,13,18,205
"data, visual, visualization, using, analysis, system, results, visualizations, techniques, study",Dis-function: Learning distance functions interactively,14,5,4,2,12,6,3,20,13,10,9,18,1,7,17,8,19,11,15,16,206
"data, visual, visualization, users, method, analysis, visualizations, different, techniques, time",LeadLine: Interactive visual analysis of text data through event identification and exploration,5,8,12,3,15,9,1,10,20,2,18,11,16,17,19,7,13,6,4,14,207
"data, visual, using, visualization, visualizations, study, interactive, method, system, present",Relative N-gram signatures: Document visualization at the level of character N-grams,20,15,12,3,11,9,6,8,7,5,2,4,10,16,18,1,13,17,14,19,208
"data, users, visual, visualizations, visualization, system, based, analysis, using, time",The Deshredder: A visual analytic approach to reconstructing shredded documents,13,9,19,8,7,3,2,12,4,20,6,14,17,10,15,1,11,5,16,18,209
"data, users, visualizations, method, visual, system, study, interactive, visualization, different",,2,5,12,7,10,1,11,16,14,4,15,19,20,18,13,3,9,8,6,17,210
"data, visualizations, users, using, method, visual, study, interactive, visualization, results",SocialNetSense: Supporting sensemaking of social and structural features in networks with interactive visualization,3,6,11,2,20,16,7,17,15,9,1,4,18,14,12,10,5,13,8,19,211
"data, visual, visualization, study, interactive, using, system, analysis, method, users",Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,9,13,8,4,10,2,6,1,14,19,3,12,5,15,11,7,20,17,18,16,212
